distancia	batimetria	borde	dem	topo_base
0000.00	2923.347			
0001.00	2923.343			
0002.00	2923.338			
0003.00	2923.334			
0004.00	2923.329			
0005.00	2923.325			
0006.00	2923.320			
0007.00	2923.315			
0008.00	2923.311			
0009.00	2923.306			
0010.00	2923.303			
0011.00	2923.330			
0012.00	2923.330			
0013.00	2923.330			
0014.00	2923.331			
0015.00	2923.340			
0016.00	2923.348			
0017.00	2923.357			
0018.00	2923.365			
0019.00	2923.374			
0020.00	2923.382			
0021.00	2923.382			
0022.00	2923.382			
0023.00	2923.382			
0024.00	2923.382			
0025.00	2923.382			
0026.00	2923.382			
0027.00	2923.381			
0028.00	2923.381			
0029.00	2923.381			
0030.00	2923.381			
0031.00	2923.381			
0032.00	2923.381			
0033.00	2923.381			
0034.00	2923.381			
0035.00	2923.381			
0036.00	2923.380			
0037.00	2923.380			
0038.00	2923.380			
0039.00	2923.380			
0040.00	2923.380			
0041.00	2923.380			
0042.00	2923.380			
0043.00	2923.380			
0044.00	2923.380			
0045.00	2923.380			
0046.00	2923.379			
0047.00	2923.379			
0048.00	2923.379			
0049.00	2923.379			
0050.00	2923.379			
0051.00	2923.379			
0052.00	2923.379			
0053.00	2923.379			
0054.00	2923.379			
0055.00	2923.379			
0056.00	2923.378			
0057.00	2923.378			
0058.00	2923.378			
0059.00	2923.378			
0060.00	2923.378			
0061.00	2923.378			
0062.00	2923.378			
0063.00	2923.378			
0064.00	2923.378			
0065.00	2923.378			
0066.00	2923.377			
0067.00	2923.380			
0068.00	2923.382			
0069.00	2923.385			
0070.00	2923.388			
0071.00	2923.391			
0072.00	2923.394			
0073.00	2923.397			
0074.00	2923.399			
0075.00	2923.402			
0076.00	2923.405			
0077.00	2923.408			
0078.00	2923.411			
0079.00	2923.413			
0080.00	2923.416			
0081.00	2923.419			
0082.00	2923.422			
0083.00	2923.425			
0084.00	2923.428			
0085.00	2923.430			
0086.00	2923.433			
0087.00	2923.436			
0088.00	2923.439			
0089.00	2923.442			
0090.00	2923.445			
0091.00	2923.447			
0092.00	2923.450			
0093.00	2923.453			
0094.00	2923.456			
0095.00	2923.459			
0096.00	2923.461			
0097.00	2923.464			
0098.00	2923.467			
0099.00	2923.470			
0100.00	2923.473			
0101.00	2923.476			
0102.00	2923.478			
0103.00	2923.481			
0104.00	2923.484			
0105.00	2923.487			
0106.00	2923.490			
0107.00	2923.493			
0108.00	2923.495			
0109.00	2923.498			
0110.00	2923.501			
0111.00	2923.504			
0112.00	2923.507			
0113.00	2923.509			
0114.00	2923.512			
0115.00	2923.515			
0116.00	2923.518			
0117.00	2923.521			
0118.00	2923.524			
0119.00	2923.526			
0120.00	2923.529			
0121.00	2923.532			
0122.00	2923.535			
0123.00	2923.538			
0124.00	2923.540			
0125.00	2923.544			
0126.00	2923.549			
0127.00	2923.556			
0128.00	2923.565			
0129.00	2923.573			
0130.00	2923.582			
0131.00	2923.591			
0132.00	2923.600			
0133.00	2923.609			
0134.00	2923.618			
0135.00	2923.614			
0136.00	2923.638			
0137.00	2923.654			
0138.00	2923.670			
0139.00	2923.687			
0140.00	2923.700			
0141.00	2923.684			
0142.00	2923.685			
0143.00	2923.686			
0144.00	2923.688			
0145.00	2923.689			
0146.00	2923.690			
0147.00	2923.687			
0148.00	2923.687			
0149.00	2923.687			
0150.00	2923.687			
0151.00	2923.687			
0152.00	2923.688			
0153.00	2923.688			
0154.00	2923.688			
0155.00	2923.688			
0156.00	2923.688			
0157.00	2923.689			
