distancia	batimetria	borde	dem	topo_base
0000.00	2923.347			
0001.00	2923.345			
0002.00	2923.341			
0003.00	2923.328			
0004.00	2923.319			
0005.00	2923.318			
0006.00	2923.317			
0007.00	2923.315			
0008.00	2923.314			
0009.00	2923.312			
0010.00	2923.311			
0011.00	2923.330			
0012.00	2923.330			
0013.00	2923.330			
0014.00	2923.330			
0015.00	2923.329			
0016.00	2923.329			
0017.00	2923.329			
0018.00	2923.329			
0019.00	2923.329			
0020.00	2923.333			
0021.00	2923.339			
0022.00	2923.345			
0023.00	2923.351			
0024.00	2923.357			
0025.00	2923.363			
0026.00	2923.369			
0027.00	2923.375			
0028.00	2923.376			
0029.00	2923.375			
0030.00	2923.375			
0031.00	2923.375			
0032.00	2923.374			
0033.00	2923.374			
0034.00	2923.374			
0035.00	2923.374			
0036.00	2923.373			
0037.00	2923.373			
0038.00	2923.373			
0039.00	2923.372			
0040.00	2923.372			
0041.00	2923.372			
0042.00	2923.371			
0043.00	2923.371			
0044.00	2923.371			
0045.00	2923.371			
0046.00	2923.370			
0047.00	2923.370			
0048.00	2923.370			
0049.00	2923.369			
0050.00	2923.369			
0051.00	2923.369			
0052.00	2923.368			
0053.00	2923.368			
0054.00	2923.368			
0055.00	2923.367			
0056.00	2923.367			
0057.00	2923.367			
0058.00	2923.367			
0059.00	2923.366			
0060.00	2923.366			
0061.00	2923.366			
0062.00	2923.365			
0063.00	2923.365			
0064.00	2923.365			
0065.00	2923.364			
0066.00	2923.364			
0067.00	2923.364			
0068.00	2923.364			
0069.00	2923.363			
0070.00	2923.363			
0071.00	2923.363			
0072.00	2923.362			
0073.00	2923.362			
0074.00	2923.364			
0075.00	2923.366			
0076.00	2923.369			
0077.00	2923.371			
0078.00	2923.373			
0079.00	2923.376			
0080.00	2923.378			
0081.00	2923.380			
0082.00	2923.383			
0083.00	2923.385			
0084.00	2923.387			
0085.00	2923.390			
0086.00	2923.392			
0087.00	2923.395			
0088.00	2923.397			
0089.00	2923.399			
0090.00	2923.402			
0091.00	2923.404			
0092.00	2923.406			
0093.00	2923.409			
0094.00	2923.411			
0095.00	2923.413			
0096.00	2923.416			
0097.00	2923.418			
0098.00	2923.420			
0099.00	2923.423			
0100.00	2923.425			
0101.00	2923.427			
0102.00	2923.430			
0103.00	2923.432			
0104.00	2923.434			
0105.00	2923.437			
0106.00	2923.439			
0107.00	2923.441			
0108.00	2923.444			
0109.00	2923.446			
0110.00	2923.448			
0111.00	2923.450			
0112.00	2923.452			
0113.00	2923.454			
0114.00	2923.458			
0115.00	2923.462			
0116.00	2923.466			
0117.00	2923.470			
0118.00	2923.477			
0119.00	2923.485			
0120.00	2923.492			
0121.00	2923.501			
0122.00	2923.510			
0123.00	2923.519			
0124.00	2923.528			
0125.00	2923.537			
0126.00	2923.545			
0127.00	2923.554			
0128.00	2923.563			
0129.00	2923.572			
0130.00	2923.581			
0131.00	2923.589			
0132.00	2923.598			
0133.00	2923.607			
0134.00	2923.616			
0135.00	2923.625			
0136.00	2923.632			
0137.00	2923.640			
0138.00	2923.641			
0139.00	2923.644			
0140.00	2923.648			
0141.00	2923.652			
0142.00	2923.655			
0143.00	2923.659			
0144.00	2923.663			
0145.00	2923.666			
0146.00	2923.670			
0147.00	2923.673			
0148.00	2923.676			
0149.00	2923.680			
0150.00	2923.683			
0151.00	2923.686			
0152.00	2923.690			
0153.00	2923.693			
0154.00	2923.696			
0155.00	2923.700			
0156.00	2923.703			
0157.00	2923.706			
0158.00	2923.710			
0159.00	2923.713			
0160.00	2923.717			
0161.00	2923.721			
0162.00	2923.725			
0163.00	2923.729			
0164.00	2923.733			
0165.00	2923.737			
0166.00	2923.741			
0167.00	2923.745			
0168.00	2923.749			
0169.00	2923.753			
0170.00	2923.759			
0171.00	2923.773			
0172.00	2923.777			
0173.00	2923.780			
0174.00	2923.784			
0175.00	2923.788			
0176.00	2923.792			
0177.00	2923.795			
0178.00	2923.799			
0179.00	2923.803			
0180.00	2923.807			
0181.00	2923.810			
0182.00	2923.814			
0183.00	2923.818			
0184.00	2923.822			
0185.00	2923.825			
0186.00	2923.829			
0187.00	2923.833			
0188.00	2923.837			
0189.00	2923.841			
0190.00	2923.844			
0191.00	2923.848			
0192.00	2923.852			
0193.00	2923.856			
0194.00	2923.859			
0195.00	2923.863			
0196.00	2923.867			
0197.00	2923.871			
0198.00	2923.874			
0199.00	2923.878			
0200.00	2923.881			
0201.00	2923.883			
0202.00	2923.885			
0203.00	2923.887			
0204.00	2923.889			
0205.00	2923.891			
0206.00	2923.893			
0207.00	2923.895			
0208.00	2923.897			
0209.00	2923.899			
0210.00	2923.902			
0211.00	2923.904			
0212.00	2923.906			
0213.00	2923.908			
0214.00	2923.910			
0215.00	2923.912			
0216.00	2923.914			
0217.00	2923.916			
0218.00	2923.918			
0219.00	2923.920			
0220.00	2923.922			
0221.00	2923.925			
0222.00	2923.927			
0223.00	2923.900			
0224.00	2923.914			
0225.00	2923.926			
0226.00	2923.932			
0227.00	2923.936			
0228.00	2923.940			
0229.00	2923.941			
0230.00	2923.935			
0231.00	2923.941			
0232.00	2923.944			
0233.00	2923.940			
0234.00	2923.937			
0235.00	2923.934			
0236.00	2923.932			
0237.00	2923.929			
0238.00	2923.926			
0239.00	2923.923			
0240.00	2923.920			
0241.00	2923.918			
0242.00	2923.921			
0243.00	2923.924			
0244.00	2923.928			
0245.00	2923.931			
0246.00	2923.935			
0247.00	2923.939			
0248.00	2923.942			
0249.00	2923.946			
0250.00	2923.949			
0251.00	2923.953			
0252.00	2923.957			
0253.00	2923.960			
0254.00	2923.964			
0255.00	2923.967			
0256.00	2923.971			
0257.00	2923.975			
0258.00	2923.978			
0259.00	2923.982			
0260.00	2923.986			
0261.00	2923.989			
0262.00	2923.993			
0263.00	2923.983			
0264.00	2923.987			
0265.00	2924.009			
0266.00	2924.034			
0267.00	2924.020			
0268.00	2924.020			
0269.00	2924.020			
0270.00	2924.025			
0271.00	2924.031			
0272.00	2924.034			
0273.00	2924.037			
0274.00	2924.039			
0275.00	2924.034			
0276.00	2924.028			
0277.00	2924.033			
0278.00	2924.046			
0279.00	2924.047			
0280.00	2924.052			
0281.00	2924.055			
0282.00	2924.057			
0283.00	2924.059			
0284.00	2924.066			
0285.00	2924.070			
0286.00	2924.076			
0287.00	2924.077			
0288.00	2924.077			
0289.00	2924.082			
0290.00	2924.083			
0291.00	2924.084			
0292.00	2924.100			
0293.00	2924.108			
0294.00	2924.117			
0295.00	2924.122			
0296.00	2924.126			
0297.00	2924.131			
0298.00	2924.132			
0299.00	2924.129			
0300.00	2924.131			
0301.00	2924.148			
0302.00	2924.151			
0303.00	2924.154			
0304.00	2924.156			
0305.00	2924.159			
0306.00	2924.161			
0307.00	2924.163			
0308.00	2924.164			
0309.00	2924.166			
0310.00	2924.168			
0311.00	2924.170			
0312.00	2924.171			
0313.00	2924.173			
0314.00	2924.175			
0315.00	2924.176			
0316.00	2924.176			
0317.00	2924.175			
0318.00	2924.175			
0319.00	2924.175			
0320.00	2924.179			
0321.00	2924.183			
0322.00	2924.187			
0323.00	2924.192			
0324.00	2924.196			
0325.00	2924.201			
0326.00	2924.205			
0327.00	2924.210			
0328.00	2924.214			
0329.00	2924.218			
0330.00	2924.223			
0331.00	2924.227			
0332.00	2924.232			
0333.00	2924.236			
0334.00	2924.241			
0335.00	2924.245			
0336.00	2924.249			
0337.00	2924.254			
0338.00	2924.258			
0339.00	2924.263			
0340.00	2924.267			
0341.00	2924.272			
0342.00	2924.276			
0343.00	2924.291			
0344.00	2924.308			
0345.00	2924.310			
0346.00	2924.312			
0347.00	2924.314			
0348.00	2924.316			
0349.00	2924.318			
0350.00	2924.320			
0351.00	2924.322			
0352.00	2924.324			
0353.00	2924.326			
0354.00	2924.329			
0355.00	2924.332			
0356.00	2924.331			
0357.00	2924.331			
0358.00	2924.332			
0359.00	2924.334			
0360.00	2924.337			
0361.00	2924.336			
0362.00	2924.335			
0363.00	2924.336			
0364.00	2924.340			
0365.00	2924.345			
0366.00	2924.349			
0367.00	2924.354			
0368.00	2924.358			
0369.00	2924.363			
0370.00	2924.367			
0371.00	2924.371			
0372.00	2924.376			
0373.00	2924.382			
0374.00	2924.400			
0375.00	2924.404			
0376.00	2924.401			
0377.00	2924.395			
0378.00	2924.390			
0379.00	2924.384			
0380.00	2924.387			
0381.00	2924.393			
0382.00	2924.398			
0383.00	2924.404			
0384.00	2924.413			
0385.00	2924.426			
0386.00	2924.438			
0387.00	2924.449			
0388.00	2924.464			
0389.00	2924.474			
0390.00	2924.484			
0391.00	2924.494			
0392.00	2924.501			
0393.00	2924.505			
