distancia	batimetria	borde	dem	topo_base
0000.00	2923.347			
0001.00	2923.340			
0002.00	2923.352			
0003.00	2923.358			
0004.00	2923.364			
0005.00	2923.373			
0006.00	2923.381			
0007.00	2923.390			
0008.00	2923.401			
0009.00	2923.413			
0010.00	2923.418			
0011.00	2923.426			
0012.00	2923.443			
0013.00	2923.439			
0014.00	2923.435			
0015.00	2923.437			
0016.00	2923.439			
0017.00	2923.442			
0018.00	2923.442			
0019.00	2923.444			
0020.00	2923.459			
0021.00	2923.446			
0022.00	2923.452			
0023.00	2923.462			
0024.00	2923.468			
0025.00	2923.467			
0026.00	2923.470			
0027.00	2923.472			
0028.00	2923.475			
0029.00	2923.478			
0030.00	2923.481			
0031.00	2923.484			
0032.00	2923.487			
0033.00	2923.490			
0034.00	2923.498			
0035.00	2923.500			
0036.00	2923.502			
0037.00	2923.504			
0038.00	2923.506			
0039.00	2923.508			
0040.00	2923.510			
0041.00	2923.512			
0042.00	2923.514			
0043.00	2923.516			
0044.00	2923.513			
0045.00	2923.516			
0046.00	2923.517			
0047.00	2923.517			
0048.00	2923.518			
0049.00	2923.518			
0050.00	2923.518			
0051.00	2923.519			
0052.00	2923.519			
0053.00	2923.519			
0054.00	2923.517			
0055.00	2923.516			
0056.00	2923.516			
0057.00	2923.515			
0058.00	2923.514			
0059.00	2923.513			
0060.00	2923.512			
0061.00	2923.512			
0062.00	2923.511			
0063.00	2923.510			
0064.00	2923.509			
0065.00	2923.508			
0066.00	2923.507			
0067.00	2923.508			
0068.00	2923.511			
0069.00	2923.514			
0070.00	2923.518			
0071.00	2923.522			
0072.00	2923.526			
0073.00	2923.543			
0074.00	2923.543			
0075.00	2923.541			
0076.00	2923.554			
0077.00	2923.560			
0078.00	2923.558			
0079.00	2923.558			
0080.00	2923.537			
0081.00	2923.529			
0082.00	2923.529			
0083.00	2923.529			
0084.00	2923.528			
0085.00	2923.528			
0086.00	2923.528			
0087.00	2923.520			
0088.00	2923.518			
0089.00	2923.515			
0090.00	2923.515			
0091.00	2923.515			
0092.00	2923.518			
0093.00	2923.519			
0094.00	2923.518			
0095.00	2923.517			
0096.00	2923.517			
0097.00	2923.516			
0098.00	2923.516			
0099.00	2923.517			
0100.00	2923.517			
0101.00	2923.517			
0102.00	2923.517			
0103.00	2923.517			
0104.00	2923.517			
0105.00	2923.517			
0106.00	2923.517			
0107.00	2923.517			
0108.00	2923.518			
0109.00	2923.518			
0110.00	2923.518			
0111.00	2923.518			
0112.00	2923.518			
0113.00	2923.518			
0114.00	2923.526			
0115.00	2923.529			
0116.00	2923.533			
0117.00	2923.537			
0118.00	2923.544			
0119.00	2923.542			
0120.00	2923.541			
0121.00	2923.536			
0122.00	2923.534			
0123.00	2923.539			
0124.00	2923.541			
0125.00	2923.543			
0126.00	2923.546			
0127.00	2923.548			
0128.00	2923.551			
0129.00	2923.553			
0130.00	2923.555			
0131.00	2923.558			
0132.00	2923.560			
0133.00	2923.563			
0134.00	2923.565			
0135.00	2923.567			
0136.00	2923.570			
0137.00	2923.572			
0138.00	2923.575			
0139.00	2923.577			
0140.00	2923.581			
0141.00	2923.587			
0142.00	2923.593			
0143.00	2923.628			
0144.00	2923.638			
0145.00	2923.641			
0146.00	2923.639			
0147.00	2923.637			
0148.00	2923.634			
0149.00	2923.631			
0150.00	2923.629			
0151.00	2923.626			
0152.00	2923.623			
0153.00	2923.621			
0154.00	2923.621			
0155.00	2923.630			
0156.00	2923.648			
0157.00	2923.644			
0158.00	2923.636			
0159.00	2923.672			
0160.00	2923.674			
0161.00	2923.676			
0162.00	2923.678			
0163.00	2923.676			
0164.00	2923.678			
0165.00	2923.674			
0166.00	2923.651			
0167.00	2923.649			
0168.00	2923.651			
0169.00	2923.665			
0170.00	2923.673			
0171.00	2923.663			
0172.00	2923.689			
0173.00	2923.687			
0174.00	2923.692			
0175.00	2923.694			
0176.00	2923.695			
0177.00	2923.696			
0178.00	2923.698			
0179.00	2923.699			
0180.00	2923.700			
0181.00	2923.702			
0182.00	2923.703			
0183.00	2923.704			
0184.00	2923.705			
0185.00	2923.707			
0186.00	2923.708			
0187.00	2923.709			
0188.00	2923.711			
0189.00	2923.709			
0190.00	2923.706			
0191.00	2923.704			
0192.00	2923.702			
0193.00	2923.699			
0194.00	2923.722			
0195.00	2923.753			
0196.00	2923.770			
0197.00	2923.769			
0198.00	2923.767			
0199.00	2923.766			
0200.00	2923.764			
0201.00	2923.763			
0202.00	2923.761			
0203.00	2923.758			
0204.00	2923.765			
0205.00	2923.770			
0206.00	2923.772			
0207.00	2923.783			
0208.00	2923.808			
0209.00	2923.833			
0210.00	2923.839			
0211.00	2923.844			
0212.00	2923.848			
0213.00	2923.853			
0214.00	2923.857			
0215.00	2923.862			
0216.00	2923.866			
0217.00	2923.871			
0218.00	2923.876			
0219.00	2923.880			
0220.00	2923.885			
0221.00	2923.889			
0222.00	2923.894			
0223.00	2923.899			
0224.00	2923.899			
0225.00	2923.892			
0226.00	2923.884			
0227.00	2923.877			
0228.00	2923.870			
0229.00	2923.868			
0230.00	2923.866			
0231.00	2923.864			
0232.00	2923.865			
0233.00	2923.866			
0234.00	2923.867			
0235.00	2923.869			
0236.00	2923.872			
0237.00	2923.875			
0238.00	2923.878			
0239.00	2923.883			
0240.00	2923.889			
0241.00	2923.895			
0242.00	2923.901			
0243.00	2923.906			
0244.00	2923.910			
0245.00	2923.913			
0246.00	2923.916			
0247.00	2923.919			
0248.00	2923.920			
0249.00	2923.924			
0250.00	2923.921			
0251.00	2923.920			
0252.00	2923.933			
0253.00	2923.937			
0254.00	2923.934			
0255.00	2923.937			
0256.00	2923.943			
0257.00	2923.948			
0258.00	2923.953			
0259.00	2923.948			
0260.00	2923.960			
0261.00	2923.966			
0262.00	2923.960			
0263.00	2924.016			
0264.00	2924.032			
0265.00	2924.040			
0266.00	2924.060			
0267.00	2924.069			
0268.00	2924.073			
0269.00	2924.077			
0270.00	2924.080			
0271.00	2924.079			
0272.00	2924.078			
0273.00	2924.077			
0274.00	2924.076			
0275.00	2924.075			
0276.00	2924.077			
0277.00	2924.078			
0278.00	2924.065			
0279.00	2924.054			
0280.00	2924.054			
0281.00	2924.057			
0282.00	2924.069			
0283.00	2924.072			
0284.00	2924.076			
0285.00	2924.080			
0286.00	2924.084			
0287.00	2924.088			
0288.00	2924.085			
0289.00	2924.111			
0290.00	2924.113			
0291.00	2924.107			
0292.00	2924.105			
0293.00	2924.103			
0294.00	2924.107			
0295.00	2924.106			
0296.00	2924.107			
0297.00	2924.119			
0298.00	2924.130			
0299.00	2924.138			
0300.00	2924.143			
0301.00	2924.147			
0302.00	2924.152			
0303.00	2924.157			
0304.00	2924.161			
0305.00	2924.166			
0306.00	2924.170			
0307.00	2924.177			
0308.00	2924.184			
0309.00	2924.191			
0310.00	2924.198			
0311.00	2924.220			
0312.00	2924.216			
0313.00	2924.214			
0314.00	2924.217			
0315.00	2924.221			
0316.00	2924.237			
0317.00	2924.252			
0318.00	2924.268			
0319.00	2924.282			
0320.00	2924.283			
0321.00	2924.286			
0322.00	2924.289			
0323.00	2924.292			
0324.00	2924.295			
0325.00	2924.298			
0326.00	2924.301			
0327.00	2924.304			
0328.00	2924.307			
0329.00	2924.310			
0330.00	2924.313			
0331.00	2924.316			
0332.00	2924.319			
0333.00	2924.322			
0334.00	2924.325			
0335.00	2924.328			
0336.00	2924.333			
0337.00	2924.331			
0338.00	2924.320			
0339.00	2924.322			
0340.00	2924.325			
0341.00	2924.327			
0342.00	2924.329			
0343.00	2924.326			
0344.00	2924.323			
0345.00	2924.321			
0346.00	2924.339			
0347.00	2924.356			
