distancia	batimetria	borde	dem	topo_base
0000.00	2923.347			
0001.00	2923.341			
0002.00	2923.353			
0003.00	2923.360			
0004.00	2923.367			
0005.00	2923.376			
0006.00	2923.385			
0007.00	2923.396			
0008.00	2923.408			
0009.00	2923.419			
0010.00	2923.425			
0011.00	2923.435			
0012.00	2923.448			
0013.00	2923.444			
0014.00	2923.442			
0015.00	2923.445			
0016.00	2923.448			
0017.00	2923.451			
0018.00	2923.450			
0019.00	2923.458			
0020.00	2923.469			
0021.00	2923.458			
0022.00	2923.468			
0023.00	2923.478			
0024.00	2923.478			
0025.00	2923.480			
0026.00	2923.483			
0027.00	2923.487			
0028.00	2923.490			
0029.00	2923.494			
0030.00	2923.497			
0031.00	2923.501			
0032.00	2923.504			
0033.00	2923.511			
0034.00	2923.513			
0035.00	2923.516			
0036.00	2923.518			
0037.00	2923.521			
0038.00	2923.523			
0039.00	2923.526			
0040.00	2923.528			
0041.00	2923.531			
0042.00	2923.530			
0043.00	2923.532			
0044.00	2923.535			
0045.00	2923.537			
0046.00	2923.537			
0047.00	2923.536			
0048.00	2923.536			
0049.00	2923.536			
0050.00	2923.540			
0051.00	2923.544			
0052.00	2923.547			
0053.00	2923.551			
0054.00	2923.555			
0055.00	2923.559			
0056.00	2923.563			
0057.00	2923.565			
0058.00	2923.567			
0059.00	2923.568			
0060.00	2923.574			
0061.00	2923.578			
0062.00	2923.572			
0063.00	2923.573			
0064.00	2923.576			
0065.00	2923.576			
0066.00	2923.576			
0067.00	2923.577			
0068.00	2923.577			
0069.00	2923.578			
0070.00	2923.578			
0071.00	2923.578			
0072.00	2923.579			
0073.00	2923.579			
0074.00	2923.577			
0075.00	2923.577			
0076.00	2923.577			
0077.00	2923.578			
0078.00	2923.579			
0079.00	2923.581			
0080.00	2923.585			
0081.00	2923.590			
0082.00	2923.591			
0083.00	2923.592			
0084.00	2923.592			
0085.00	2923.592			
0086.00	2923.592			
0087.00	2923.592			
0088.00	2923.592			
0089.00	2923.592			
0090.00	2923.592			
0091.00	2923.592			
0092.00	2923.593			
0093.00	2923.594			
0094.00	2923.595			
0095.00	2923.596			
0096.00	2923.597			
0097.00	2923.598			
0098.00	2923.599			
0099.00	2923.600			
0100.00	2923.601			
0101.00	2923.602			
0102.00	2923.603			
0103.00	2923.604			
0104.00	2923.606			
0105.00	2923.609			
0106.00	2923.611			
0107.00	2923.614			
0108.00	2923.616			
0109.00	2923.618			
0110.00	2923.620			
0111.00	2923.622			
0112.00	2923.625			
0113.00	2923.627			
0114.00	2923.662			
0115.00	2923.674			
0116.00	2923.677			
0117.00	2923.670			
0118.00	2923.671			
0119.00	2923.673			
0120.00	2923.675			
0121.00	2923.675			
0122.00	2923.680			
0123.00	2923.672			
0124.00	2923.664			
0125.00	2923.656			
0126.00	2923.651			
0127.00	2923.659			
0128.00	2923.652			
0129.00	2923.649			
0130.00	2923.647			
0131.00	2923.645			
0132.00	2923.643			
0133.00	2923.641			
0134.00	2923.639			
0135.00	2923.637			
0136.00	2923.643			
0137.00	2923.651			
0138.00	2923.657			
0139.00	2923.657			
0140.00	2923.655			
0141.00	2923.653			
0142.00	2923.647			
0143.00	2923.641			
0144.00	2923.637			
0145.00	2923.635			
0146.00	2923.633			
0147.00	2923.631			
0148.00	2923.640			
0149.00	2923.634			
0150.00	2923.638			
0151.00	2923.648			
0152.00	2923.641			
0153.00	2923.662			
0154.00	2923.682			
0155.00	2923.703			
0156.00	2923.723			
0157.00	2923.708			
0158.00	2923.731			
0159.00	2923.750			
0160.00	2923.727			
0161.00	2923.724			
0162.00	2923.741			
0163.00	2923.748			
0164.00	2923.750			
0165.00	2923.753			
0166.00	2923.755			
0167.00	2923.758			
0168.00	2923.760			
0169.00	2923.761			
0170.00	2923.763			
0171.00	2923.762			
0172.00	2923.778			
0173.00	2923.776			
0174.00	2923.806			
0175.00	2923.849			
0176.00	2923.848			
0177.00	2923.843			
0178.00	2923.838			
0179.00	2923.838			
0180.00	2923.838			
0181.00	2923.837			
0182.00	2923.845			
0183.00	2923.848			
0184.00	2923.857			
0185.00	2923.869			
0186.00	2923.881			
0187.00	2923.893			
0188.00	2923.904			
0189.00	2923.908			
0190.00	2923.911			
0191.00	2923.915			
0192.00	2923.919			
0193.00	2923.922			
0194.00	2923.918			
0195.00	2923.911			
0196.00	2923.913			
0197.00	2923.918			
0198.00	2923.926			
0199.00	2923.932			
0200.00	2923.934			
0201.00	2923.946			
0202.00	2923.953			
0203.00	2923.941			
0204.00	2923.928			
0205.00	2923.929			
0206.00	2923.929			
0207.00	2923.934			
0208.00	2923.939			
0209.00	2923.945			
0210.00	2923.951			
0211.00	2923.957			
0212.00	2923.963			
0213.00	2923.969			
0214.00	2923.975			
0215.00	2923.981			
0216.00	2923.985			
0217.00	2923.988			
0218.00	2923.987			
0219.00	2923.986			
0220.00	2923.986			
0221.00	2923.986			
0222.00	2923.985			
0223.00	2923.985			
0224.00	2923.985			
0225.00	2923.985			
0226.00	2923.984			
0227.00	2923.984			
0228.00	2923.984			
0229.00	2923.984			
0230.00	2923.984			
0231.00	2923.987			
0232.00	2923.990			
0233.00	2923.993			
0234.00	2923.995			
0235.00	2923.998			
0236.00	2924.001			
0237.00	2924.004			
0238.00	2924.007			
0239.00	2924.011			
0240.00	2924.035			
0241.00	2924.036			
0242.00	2924.037			
0243.00	2924.037			
0244.00	2924.038			
0245.00	2924.101			
0246.00	2924.116			
0247.00	2924.115			
0248.00	2924.112			
0249.00	2924.101			
0250.00	2924.093			
0251.00	2924.091			
0252.00	2924.088			
0253.00	2924.086			
0254.00	2924.050			
0255.00	2924.046			
0256.00	2924.052			
0257.00	2924.053			
0258.00	2924.055			
0259.00	2924.063			
0260.00	2924.076			
0261.00	2924.090			
0262.00	2924.105			
0263.00	2924.096			
0264.00	2924.060			
0265.00	2924.061			
0266.00	2924.059			
0267.00	2924.061			
0268.00	2924.060			
0269.00	2924.063			
0270.00	2924.060			
0271.00	2924.068			
0272.00	2924.066			
0273.00	2924.064			
0274.00	2924.062			
0275.00	2924.060			
0276.00	2924.061			
0277.00	2924.065			
0278.00	2924.072			
0279.00	2924.080			
0280.00	2924.087			
0281.00	2924.081			
0282.00	2924.081			
0283.00	2924.080			
